Title	Type	Year	Author	Country	Budget	Box	Duration	Producer
The Walking Dead: The Road to Woodbury	Novel	2012	Robert Kirkman/Jay Bonasinga	United States				
The Zombie Autopsies: Secret Notebooks from the Apocalypse	Novel	2012	Steven C. Schlozman	United States				
Zombie, Illinois: A Novel	Novel	2012	Scott Kenemore	United States				
Day by Day Armageddon: Origin to Exile	Novel	2011	J.L. Bourne	United States				
Day by Day Armageddon: Shattered Hourglass	Novel	2011	J.L. Bourne	United States				
Dead of Night	Novel	2011	Jonathan Maberry	United States				
Deadline	Novel	2011	Mira Grant	United States				
Pride and Prejudice and Zombies: Dreadfully Ever After	Novel	2011	Steve Hockensmith	United States				
Raising Stony Mayhall	Novel	2011	Daryl Gregory	United States				
The King of Plagues	Novel	2011	Jonathan Maberry	United States				
The Neuropathology of Zombies	Novel	2011	Peter Cummings	United States				
The Walking Dead: Rise of the Governor	Novel	2011	Robert Kirkman/Jay Bonasinga	United States				
Zombies Don't Cry	Novel	2011	Rusty Fischer	United States				
Zone One	Novel	2011	Colson Whitehead	United States				
Beyond Exile: Day by Day Armageddon	Novel	2010	J.L. Bourne	United States				
Feed	Novel	2010	Mira Grant	United States				
Pride and Prejudice and Zombies: Dawn of the Dreadfuls	Novel	2010	Steve Hockensmith	United States				
The Dragon Factory	Novel	2010	Jonathan Maberry	United States				
The Living Dead	Novel	2010	George A. Romero	United States				
The Living Dead 2	Novel	2010	John Joseph Adams	United States				
The New Dead	Novel	2010	Max Brooks/Jonathan Maberry/Kelley Armstrong	United States				
Undead	Novel	2010	John A. Russo	United States				
Warm Bodies	Novel	2010	Isaac Marion	United States				
Zombies: More recent Dead	Novel	2010	Paula Guran	United States				
Breathers: A Zombie's Lament	Novel	2009	S.G. Browne	United States				
Death Troopers	Novel	2009	Joe Schreiber	United States				
Kiss of Life	Novel	2009	Daniel Waters	United States				
Necromancer	Novel	2009	Scott Harper	United States				
Patient Zero	Novel	2009	Jonathan Maberry	United States				
Patient Zero: A Joe Ledger Novel	Novel	2009	Jonathan Maberry	United States				
Pride and Prejudice and Zombies	Novel	2009	Seth Grahame-Smith	United States				
The Forest of Hands and Teeth	Novel	2009	Carrie Ryan	United States				
The Zombie Survival Guide: Recorded Attacks	Novel	2009	Max Brooks	United States				
Zombies: A Record of the Year of Infection	Novel	2009	Don Roff	United States				
Generation Dead	Novel	2008	Daniel Waters	United States				
Dead Sea	Novel	2007	Brian Keene	United States				
History is Dead: A Zombie Anthology	Novel	2007	Kim Paffenroth	United States				
Monster Planet	Novel	2007	David Wellington	United States				
Cell	Novel	2006	Stephen King	United States				
Dead City	Novel	2006	Joe McKinney	United States				
Friday the 13th: The Jason Strain	Novel	2006	Christa Faust	United States				
Monster Island	Novel	2006	David Wellington	United States				
Monster Nation	Novel	2006	David Wellington	United States				
World War Z	Novel	2006	Max Brooks	United States				
City of the Dead	Novel	2005	Brian Keene	United States				
The Undead: Zombie Anthology	Novel	2005	D. L. Snell/Elijah Hall/Eric Shapiro	United States				
Day by Day Armageddon	Novel	2004	J.L. Bourne	United States				
Resident Evil: Zero Hour	Novel	2004	S.D. Perry	United States				
The Rising	Novel	2004	Brian Keene	United States				
The Stupidest Angel: A Heartwarming Tale of Christmas Terror	Novel	2004	Christopher Moore	United States				
The Rising	Novel	2003	Brian Keene	United States				
The Zombie Survival Guide	Novel	2003	Max Brooks	United States				
Resident Evil: Code Veronica	Novel	2001	S.D. Perry	United States				
Resident Evil: Nemesis	Novel	2000	S.D. Perry	United States				
Resident Evil: City of the Dead	Novel	1999	S.D. Perry	United States				
Resident Evil: Underworld	Novel	1999	S.D. Perry	United States				
Resident Evil: Caliban Cove	Novel	1998	S.D. Perry	United States				
Resident Evil: The Umbrella Conspiracy	Novel	1998	S.D. Perry	United States				
On the Far Side of the Cadillac Desert With Dead Folks	Novel	1989	Joe R. Landsdale	United States				
On Stranger Tides	Novel	1988	Tim Powers	United States				
Pet Sematary	Novel	1983	Stephen King	United States				
Illuminatus!	Novel	1976	Robert Shea/Robert Anton Wilson	United States				
Herbert West: Reanimator	Novel	1921	H.P. Lovecraft	United States				
Zombie neuroscience: Inside the brains of the walking dead	Press	2013	Tanya Lewis	United States				
Black Summer	Series	2019	Karl Schaefer/John Hyams	United States			40	Netflix
Dead House	Series	2017	Andrew Bachelor	United States				
BrainDead	Series	2016	Robert King/Michelle King	United States			43	Scott Free Productions/King Size Productions/CBS Television Studios
Fear the Walking Dead: Passage	Series	2016	Andrew Bernstein	United States				
The Santa Clarita Diet #1	Series	2016	Victor Fresco	United States			30	Kapital Entertainment/KatCo/Flower Films/Garfield Grove/Olybomb Entertainment
The Santa Clarita Diet #2	Series	2016	Victor Fresco	United States			30	Kapital Entertainment/KatCo/Flower Films/Garfield Grove/Olybomb Entertainment
The Walking Dead in the Hood	Series	2016	Alex Gonzalez	United States				
Fear the Walking Dead #1	Series	2015	Robert Kirkman	United States			43	AMC Networks
Fear the Walking Dead #2	Series	2016	Robert Kirkman	United States			43	AMC Networks
Fear the Walking Dead #3	Series	2017	Robert Kirkman	United States			43	AMC Networks
Fear the Walking Dead #4	Series	2018	Robert Kirkman	United States			43	AMC Networks
Fear the Walking Dead #5	Series	2019	Robert Kirkman	United States			43	AMC Networks
Fear the Walking Dead: Flight 462	Series	2015	Michael McDonough	United States				AMC Networks
Fight of the Living Dead	Series	2015	Kevin Abrams	United States				
iZombie #1	Series	2015	Rob Thomas/Diane Ruggiero-Wright	United States			43	Warner Bros. Television
iZombie #2	Series	2015	Rob Thomas/Diane Ruggiero-Wright	United States			43	Warner Bros. Television
iZombie #3	Series	2017	Rob Thomas/Diane Ruggiero-Wright	United States			43	Warner Bros. Television
iZombie #4	Series	2018	Rob Thomas/Diane Ruggiero-Wright	United States			43	Warner Bros. Television
iZombie #5	Series	2019	Rob Thomas/Diane Ruggiero-Wright	United States			43	Warner Bros. Television
The Strain #1	Series	2014	Guillermo del Toro/Chuck Hogan	United States			41.5	20th Television
The Strain #2	Series	2015	Guillermo del Toro/Chuck Hogan	United States			41.5	20th Television
The Strain #3	Series	2016	Guillermo del Toro/Chuck Hogan	United States			41.5	20th Television
The Strain #4	Series	2017	Guillermo del Toro/Chuck Hogan	United States			41.5	20th Television
Z Nation #1	Series	2014	Karl Schaefer/Craig Engler	United States			44	The Asylum
Z Nation #2	Series	2015	Karl Schaefer/Craig Engler	United States			44	The Asylum
Z Nation #3	Series	2016	Karl Schaefer/Craig Engler	United States			44	The Asylum
Z Nation #4	Series	2017	Karl Schaefer/Craig Engler	United States			44	The Asylum
Z Nation #5	Series	2018	Karl Schaefer/Craig Engler	United States			44	The Asylum
Death Valley	Series	2011	Curtis Gwinn/Eric Weinberg	United States			22	MTV
The Walking Dead #1	Series	2010	Robert Kirkman/Frank Darabont	United States			60	AMC Networks
The Walking Dead #2	Series	2011	Robert Kirkman/Frank Darabont	United States			60	AMC Networks
The Walking Dead #3	Series	2012	Robert Kirkman/Frank Darabont	United States			60	AMC Networks
The Walking Dead #4	Series	2013	Robert Kirkman/Frank Darabont	United States			60	AMC Networks
The Walking Dead #5	Series	2014	Robert Kirkman/Frank Darabont	United States			60	AMC Networks
The Walking Dead #6	Series	2015	Robert Kirkman/Frank Darabont	United States			60	AMC Networks
The Walking Dead #7	Series	2016	Robert Kirkman/Frank Darabont	United States			60	AMC Networks
The Walking Dead #8	Series	2017	Robert Kirkman/Frank Darabont	United States			60	AMC Networks
The Walking Dead #9	Series	2018	Robert Kirkman/Frank Darabont	United States			60	AMC Networks
The Walking Dead #10	Series	2019	Robert Kirkman/Frank Darabont	United States			60	AMC Networks
Zombie Roadkill	Series	2010	David Green	United States			5	Fearnet
Woke Up Dead	Series	2009	Jon Heder	United States			5	crackle.com
Zombie Hunters: City of the Dead #1	Series	2007	Patrick Devaney	United States	60000			independent
Zombie Hunters: City of the Dead #2	Series	2007	Patrick Devaney	United States	60000			independent
Xombie (a.k.a. Xombie: Dead on Arrival)	Series	2003	James Farr	United States				OP Productions LLC
Infestation: Survivor Stories	Videogame	2012		United States				ScrewFly Studios
Zafehouse: Diaries series	Videogame	2012		United States				ScrewFly Studios
Zafehouse: Diaries series 2	Videogame	2012		United States				Northway Games
Rebuild 3: Gangs of Deadsville	Videogame	2015		United States				Smartly Dressed Games
Unturned	Videogame	2014		United States				MinMax Games
Space Pirates and Zombies	Videogame	2011		United States				Kerberos Productions
Fort Zombie	Videogame	2009		United States				Frima Studio
Zombie Tycoon	Videogame	2009		United States				InLight Entertainment
Teenage Zombies: Invasion of the Alien Brain Thingys!	Videogame	2008		United States				Madfinger Games
UNKILLED	Videogame	2015		United States				inDev Brain
Dead Effect series	Videogame	2013		United States				Madfinger Games
Death Trigger 2	Videogame	2013		United States				Bohemia Interactive
DayZ	Videogame	2012		United States				Madfinger Games
Death Trigger	Videogame	2012		United States				Madfinger Games
ShadowGun DeadZone	Videogame	2012		United States				Next Games Oyj
The Walking Dead: Our World	Videogame	2017		United States				Next Games Oyj
The Walking Dead: No Man's Land	Videogame	2015		United States				Housemarque/Climax Studios
Dead Nation	Videogame	2010		United States				Motion Twin
Dead Cells	Videogame	2017		United States				Eko Studios
How To Survive	Videogame	2013		United States				VectorCell
Amy	Videogame	2012		United States				Ubisoft
ZombiU	Videogame	2012		United States				Motion Twin
Die2Nite	Videogame	2008		United States				Kalisto Entertainment/Gameloft
Nightmare Creatures	Videogame	1997		United States				Infogrames
Voodoo Kid	Videogame	1997		United States				Infogrames
Alone in the Dark 3	Videogame	1994		United States				Ubisoft
Zombi	Videogame	1986		United States				Headup Games/Crenetic GmbH
Trapped Dead	Videogame	2011		United States				FDG Entertainment GmbH & Co.KG
Bloody Harry	Videogame			United States				Meridian Digital Entertainment
Alive 4-Ever	Videogame	2009		United States				Digital Reality
Dead Block	Videogame	2011		United States				Hamachi/Papa and team/Images Design
Beast Busters	Videogame	1989		United States				Fountainhead Entertainment/id Software
Doom II RPG	Videogame	2010		United States				Capcom
Resident Evil 2	Videogame	2019		United States				Wow Entertainment
House of the Dead: Scarlet Dawn	Videogame	2018		United States				Capcom
Resident Evil 7: Biohazard	Videogame	2018		United States				Capcom
Dead Rising 4	Videogame	2016		United States				Capcom
Umbrella Corps	Videogame	2016		United States				Capcom
Resident Evil: Revelations 2	Videogame	2015		United States				Tango Gameworks
The Evil Within	Videogame	2014		United States				Capcom
Dead Rising 3	Videogame	2013		United States				Grasshooper Manufacture
Lollipop Chainsaw	Videogame	2012		United States				Capcom
Resident Evil 6	Videogame	2012		United States				Capcom/Slant Six Games
Resident Evil: Operation Racoon City	Videogame	2012		United States				Capcom
Resident Evil: Revelations	Videogame	2012		United States				Capcom
Resident Evil: The Mercenaries 3D	Videogame	2011		United States				Sega
Rise of Nightmares	Videogame	2011		United States				Sega
Sega Golden Gun	Videogame	2011		United States				Sega/Amusement Vision
Yakuza: Dead Souls	Videogame	2011		United States				Capcom
Dead Rising 2	Videogame	2010		United States				Capcom
Resident Evil 5	Videogame	2009		United States				Capcom/Cavia
Resident Evil: The Dark Chronicles	Videogame	2009		United States				Sega
The House of the Dead EX	Videogame	2009		United States				Team Tachyon/Now Production
Undead Knights	Videogame	2009		United States				Now Production
English of the Dead	Videogame	2008		United States				Capcom/Cavia
Resident Evil: Th Umbrella Chronicles	Videogame	2007		United States				Capcom
Dead Rising	Videogame	2006		United States				SIE Japan Studio
Forbidden Siren	Videogame	2006		United States				Wow Entertainment
The House of the Dead 4 Special	Videogame	2006		United States				Capcom
Resident Evil 4	Videogame	2005		United States				Wow Entertainment
The House of the Dead 4	Videogame	2005		United States				Capcom
Resident Evil Outbreak File #2	Videogame	2004		United States				Capcom
Resident Evil Outbreak	Videogame	2003		United States				Cavia
Resident Evil: Dead Aim	Videogame	2003		United States				SIE Japan Studio
Siren	Videogame	2003		United States				Capcom
Resident Evil	Videogame	2002		United States				Capcom
Wild Zero	Film	1999		Japan			98	Dragon Pictures/GAGA/Takeuchi Entertainment
Resident Evil Zero	Videogame	2002		United States				Wow Entertainment
The House of the Dead III	Videogame	2002		United States				Wow Entertainment
The Pinball of the Dead	Videogame	2002		United States				Capcom/M4
Resident Evil: Gaiden	Videogame	2001		United States				Capcom/Namco/Nextech/SIMS Co.
Resident Evil: Survidor 2 - Code: Veronica	Videogame	2001		United States				Jaleco/EU Xicat Interactive
Chanbara Beauty: The Movie - Vortex	Film	2009	Tsuyoshi Shôji	Japan				
Carrier	Videogame	2000		United States				WARP
D2	Videogame	2000		United States				Tamsot
Oneechanbara: The Movie	Film	2008	Yôhei Fukuda	Japan			80	 Geneon Entertainment/Gold Roger, JollyRoger
OneeChanbara	Videogame	2000		United States				Capcom
Resident Evil - Code: Veronica	Videogame	2000		United States				TOSE
Resident Evil Survivor	Videogame	2000		United States				Capcom
Resident Evil 3: Nemesis	Videogame	1999		United States				WOW Entertainment/Smilebit
The Typing of the Dead	Videogame	1999		United States				Sega
Zombie Revenge	Videogame	1999		United States				SegaSoft
Flesh Feast	Videogame	1998		United States				Capcom
Resident Evil 2	Videogame	1998		United States				Wow Entertainment
The House of the Dead 2	Videogame	1998		United States				Capcom
Resident Evil	Videogame	1996		United States				Sega
The House of the Dead	Videogame	1996		United States				KAZe
Zombie Nation	Videogame	1990		United States				Capcom
Sweet Home	Videogame	1989		United States				Capcom
Ghosts and Goblins	Videogame	1985		United States				PikPok
Into the Dead 2	Videogame	2017		United States				PikPok
Into the Dead	Videogame	2012		United States				Sidhe
Blood Drive	Videogame	2010		United States				Techland
Dying Light	Videogame	2015		United States				Techland/ Sumo Digital/Fatshark/Stunlock Studios
Dead Island series	Videogame	2011		United States				Exor Studios
Zombie Driver	Videogame	2009		United States				Sigma Team
Zombie Shooter	Videogame	2007		United States				Frisky Fatal Games
Soulless	Videogame	2008		United States				Moonbite Games/PadaOne Games
Zombeer	Videogame	2014		United States				Tequila Works
Deadlight	Videogame	2012		United States				Akaoni Studio
Zombie Panic in Wonderland	Videogame	2010		United States				EnjoyUp/Gammik Entertaining
Little Red Riding Hood's Zombie BBQ	Videogame	2008		United States				Virgin Play
Touch the Dead	Videogame	2007		United States				Reperio Studios
BrainBread 2	Videogame	2016		United States				Mojang
Minecraft	Videogame	2009		United States				Modern Dream
The Typing of the Dead: Overkill	Videogame	2013		United States				Six to Start
Zombies, Run!	Videogame	2012		United States				Doublesix
All Zombies Must Die!	Videogame	2011		United States				Ideaworks Game Studio
Call of Duty: Black Ops: Zombies	Videogame	2011		United States				The Indian Stone
Project Zomboid	Videogame	2011		United States				Doublesix
Burn, Zombie Burn!	Videogame	2009		United States				Rebellion Developments
Shellshock 2: Blood Trails	Videogame	2009		United States				Headstrong Games/Modern Dream
The House of the Dead: Overkill	Videogame	2009		United States				Creaky Corpse Ltd
Dead Frontier	Videogame	2008		United States				BrainBox Games
Land of the Dead: Road to Fiddler's Green	Videogame	2005		United States				SCEE Cambridge
MediEvil: Resurrection	Videogame	2005		United States				Free Radical Design
TimeSplitters: Future Perfect	Videogame	2005		United States				Kevan Davis
Urban Dead	Videogame	2005		United States				VIS Entertainment
Evil Dead: A Fistful of Boomstick	Videogame	2003		United States				Rebellion Developments
Judge Dredd: Dredd Vs. Death	Videogame	2003		United States				SCEE Cambridge
MediEvil 2	Videogame	2000		United States				Acclaim Studios Teesside
Shadow Man	Videogame	1999		United States				SCEE Cambridge
MediEvil	Videogame	1998		United States				BRAM
Realm of Impossibility	Videogame	1984		United States				Palace Software
The Evil Dead	Videogame	1984		United States				Palace Software
The Evil Dead	Videogame	1984		United States				Spaceman
Zombie Zombie	Videogame	1984		United States				Naughty Dog
The Last of Us II	Videogame	2019		United States				Tripwire Interactive
Killing Floor 3	Videogame	2017		United States				Scopely
The Walking Dead: Road to Survival	Videogame	2017		United States				Infinity Ward
Call of Duty: Infinite Warfare	Videogame	2016		United States				id Software
Doom	Videogame	2016		United States				Tripwire Interactive
Killing Floor 2	Videogame	2016		United States				PopCap Games
Daybreak	Series	2020	Aron Eli Coleite	United States			60	Netflix
Plants vs. Zombies: Garden Warfare 2	Videogame	2019		United States				Telltale Games
The Walkind Dead: Michonne	Videogame	2016		United States				Treyarch
Call of Duty: Black Ops III	Videogame	2015		United States				Daybreak Game Company
H1Z1: Just Survive	Videogame	2015		United States				DoubleBear Productions
Dead State	Videogame	2014		United States				PopCap Games
Plants vs. Zombies: Garden Warfare	Videogame	2014		United States				The Fun Pimps
7 Days to Die	Videogame	2013		United States				Visceral Games
Dead Space 3	Videogame	2013		United States				Undead Labs
State of Decay	Videogame	2013		United States				Naughty Dog
The Last of Us	Videogame	2013		United States				Telltale Games
The Walking Dead: Season Two	Videogame	2013		United States				Terminal Reality
The Walking Dead: Survival Instinct	Videogame	2013		United States				Ballardia
World of the Living Dead Resurrection	Videogame	2013		United States				Phosphor Games
World War Z	Videogame	2013		United States				Glu Mobile
Zombies Ate My Friends	Videogame	2013		United States				Treyarch
Call of Duty: Black Ops II	Videogame	2012		United States				id Software
Doom 3: BFG Edition	Videogame	2012		United States				Telltale Games
The Walking Dead	Videogame	2012		United States				Backflip Studios
Army of Darness: Defense	Videogame	2011		United States				Blendo Games
Atom Zombie Smasher	Videogame	2011		United States				Visceral Games
Dead Space	Videogame	2011		United States				Visceral Games
Dead Space 2	Videogame	2011		United States				Valve Corporation
No More Room in Hell	Videogame	2011		United States				Limbic Software
Zombie Gunship	Videogame	2011		United States				Digital Chocolate
Zombie Lane	Videogame	2011		United States				Up Up Down Down
Zombie Parkour Runner	Videogame	2011		United States				Babaroga
Zombies	Videogame	2011		United States				Treyarch
Call of Duty: Black Ops	Videogame	2010		United States				Visceral Games
Dead Space: Ignition	Videogame	2010		United States				Eric Ruth Games
Pixel Force: Left 4 Dead	Videogame	2010		United States				Rockstar
Red Dead Redemption: Undead Nightmare	Videogame	2010		United States				Epicenter Studios
Rock of the Dead	Videogame	2010		United States				Xoobis
Zombie Wonderland	Videogame	2010		United States				Gearbox Software
Borderlands	Videogame	2009		United States				Treyarch
Call of Duty: World at War	Videogame	2009		United States				Visceral Games
Dead Space: Extraction	Videogame	2009		United States				Escalation Studios/id Software
Doom Resurrection	Videogame	2009		United States				Ska Studios
I Made a Game with Zombies in It!	Videogame	2009		United States				Tripwire Interactive
Killing Floor	Videogame	2009		United States				Valve Corporation
Left 4 Dead 2	Videogame	2009		United States				PopCap Games
Plants vs. Zombies	Videogame	2009		United States				Nihilistic Software
Zombie Apocalypse	Videogame	2009		United States				Frozen Codebase
Zombie Wranglers	Videogame	2009		United States				Three Rings Design
Corpse Craft: Incident at Weardd Academy	Videogame	2008		United States				Visceral Games
Dead Space	Videogame	2008		United States				Valve Corporation
Left 4 Dead	Videogame	2008		United States				Sony Interactive Entertainment
The Last Guy	Videogame	2008		United States				Vicious Cycle Software
Dead Head Fred	Videogame	2007		United States				Valve Corporation
Half-Life: Episode 2	Videogame	2007		United States				Valve Corporation
Half-Life 2: Episode One	Videogame	2006		United States				Highmoon Studios
Darkwatch	Videogame	2005		United States				id Software/Fountainhead Entertainment
Doom RPG	Videogame	2005		United States				Cranky Pants Games
Evil Dead: Regeneration	Videogame	2005		United States				Valve Corporation
Half-Life: Lost Coast	Videogame	2005		United States				Planet Moon Studios
Infected	Videogame	2005		United States				Runnng With Scissors
Postal 2: Apocalypse Weekend	Videogame	2005		United States				Wideload
Stubbs the Zombie in Rebel Without a Pulse	Videogame	2005		United States				id Software
Doom 3	Videogame	2004		United States				Valve Corporation
Half-Life 2	Videogame	2004		United States				Valve Corporation
Half-Life 2: Deathmatch	Videogame	2004		United States				Ska Studios
Survival Crisis Z	Videogame	2004		United States				Black Ops Entertainment
The X-Files: Resist or Serve	Videogame	2004		United States				High Voltage Software
Hunter: The Reckoning series	Videogame	2002		United States				Blizzard Entertainment
Warcraft III: Reign of Caos	Videogame	2002		United States				Gearbox Software
Half-Life: Blue Shift	Videogame	2001		United States				Gearbox Software
Half-Life: Decay	Videogame	2001		United States				Grey Matter Interactive
Return to Castle Wolfenstein	Videogame	2001		United States				Black Window Games
They Hunger 3: The Awakening	Videogame	2001		United States				Creative Reality/Coyote Developments
Martian Gothic: Unification	Videogame	2000		United States				Heavy Iron Studios
The Evil Dead: Hail the King	Videogame	2000		United States				Black Window Games
They Hunger 2: Rest in Pieces	Videogame	2000		United States				Valve Corporation
Half-Life: Opposing Force	Videogame	1999		United States				Black Widow Games
They Hunger	Videogame	1999		United States				Midway Games
CarnEvil	Videogame	1998		United States				Valve Corporation
Half-Life	Videogame	1998		United States				Monolith Productions
Blood	Videogame	1997		United States				Midway Games
Doom 64	Videogame	1997		United States				id Software
Final Doom	Videogame	1996		United States				Mesa Logic/Perfect Entertainment/Tantalus Interactive
Area 51	Videogame	1995		United States				Digital Pictures
Corpse Killer	Videogame	1994		United States				id Software
Doom II: Hell on Earth	Videogame	1994		United States				LucasArts
Ghoul Patrol	Videogame	1994		United States				id Software
Doom	Videogame	1993		United States				RainMaker Software
Isle of the Dead	Videogame	1993		United States				LucasArts
Zombies Ate My Neighbors	Videogame	1993		United States				LucasArts
Monkey Island 2: LeChuck's Revenge	Videogame	1991		United States				Pedersen Systems
Zombies: Undead or Alive	Videogame	1989		United States				Western Technologies
Entombed	Videogame	1982		United States				id Software
Doom Eternal	Videogame			United States				Bethseda Games
Doom FRV	Videogame			United States				Thor Gaming
Johnny Z	Film		Johnathan Straiton	United States	1200000			Black Mandala
The Death Don't Die	Film	2019	Jim Jarmusch	United States		13263605	104	Animal Kingdom
Zombie Child	Film	2020	Bertrand Bonello	France		175031	103	My New Pictures/Les Films du Bal/Arte France Cinéma
Freakish #1	Series	2016	Beth Szymkowski	United States			22	AwesomenessTV
Freakish #2	Series	2017	Beth Szymkowski	United States			22	AwesomenessTV
Containment	Series	2016	Julie Plec	United States				My So-Called Company/Warner Bros. Television
Helix #1	Series	2014	Cameron Porsandeh	United States			42.5	Sony Pictures Television
Helix #2	Series	2015	Cameron Porsandeh	United States			42.5	Sony Pictures Television
Outbreak Z	Film		Chris Brewster	United States				Winter State Entertainment
Evil Dead	Film	2013	Fede Alvarez	Uruguay				
Corpses Are Forever	Film	2003	Jose Prendes	Venezuela				
Fatal Hour: Petroleum	Videogame	2018						IM30 Game Studio
Last Empire-War Z	Videogame	2015						QuadraticVision
Reason 2 Die: Awakening	Videogame	2015						Monochrome Corp
Contagion	Videogame	2014						Zombie Panic Team
Zombie Panic! Source	Videogame	2007						Alpha Software
Zombie Massacre	Videogame	1997						Astral Software
Horror Zombies from the Crypt	Videogame	1990						Triniti Interactive Studios
Dead Earth	Film	2020						
Call of Mini Zombies	Videogame							
Day R Survival: Ark of War	Videogame							
Dead Ahead: Zombie Warfare	Videogame							
Dead Effect 2	Videogame							
Dead Island: Survivors	Videogame							
DEAD PLAGUE: Zombie Survival	Videogame							
Dead Rivals - Zombie MMO	Videogame							
Earn to Die 2 Lite	Videogame							
Earn to Die Lite	Videogame							
Empire Z: Guerra Sin Fin	Videogame							
Evil Zombie-VR	Videogame							
Experiment Un-dead	Videogame							
Fear the Walkind Dead: Dead Run	Videogame							
Gun Zombie	Videogame							
Gunfinger	Videogame							
I Hate Zombies	Videogame							
Kill Shot Virus	Videogame							
Last Day on Earth	Videogame							
Left to Survive	Videogame							
Office Zombie	Videogame							
Running Dead	Videogame							
SAS: Zombie Assault 3	Videogame							
SAS: Zombie Assault 4	Videogame							
Sniper 3D - Zombie Killer (Zombie Hunter)	Videogame							
Stupid Zombies	Videogame							
Stupid Zombies 2	Videogame							
Stupid Zombies 3	Videogame							
The Virus: un grito de socorro	Videogame							
Walking Dead: The Game	Videogame							
Z Day: Hearts of Heroes	Videogame							
Zmbie Cafe	Videogame							
Zobie Gunship Revenant AR	Videogame							
Zombie Anarchy	Videogame							
Zombie Catchers	Videogame							
Zombie Faction	Videogame							
Zombie Frontier 3	Videogame							
Zombie Gunship	Videogame							
Zombie HQ	Videogame							
Zombie Hunter	Videogame							
Zombie Ragdoll	Videogame							
Zombie Road Trip	Videogame							
Zombie Road Trip Trials	Videogame							
Zombie Run HD	Videogame							
Zombie Safari	Videogame							
Zombie Shooter VR	Videogame							
Zombie Town	Film	2007	Damon Lemay	United States			95	 Zapatos Para Todos/Edgewood Studios
Zombie Survival World	Videogame							
Zombie Sweeper	Videogame							
Zombie Tower Shooting	Videogame							
Zombie Town Story	Videogame							
Zombie's Got a Pogo	Videogame							
Zombies Chasing Me	Videogame							
Zombies City	Videogame							
Zombies Escape	Videogame							
Zombies vs. Ninja	Videogame							
Zombies, Run!	Videogame							
Zombies's Fury 2	Videogame							
Call of Mini Zombies 2	Videogame							Triniti Interactive Studios
Zombie Beach	Film	2010	Muskeh Asopa	Canada	76093.08		71	 Asopa Films Incorporation/Twinkle Productions
